day-mean,day-s,day-sd,day-ci,emArrivals-mean,emArrivals-s,emArrivals-sd,emArrivals-ci,elArrivals-mean,elArrivals-s,elArrivals-sd,elArrivals-ci,cArrivals-mean,cArrivals-s,cArrivals-sd,cArrivals-ci,icu-pat-moved-mean,icu-pat-moved-s,icu-pat-moved-sd,icu-pat-moved-ci,recovery-pat-moved-mean,recovery-pat-moved-s,recovery-pat-moved-sd,recovery-pat-moved-ci,pat-discharged-mean,pat-discharged-s,pat-discharged-sd,pat-discharged-ci,pat-died-mean,pat-died-s,pat-died-sd,pat-died-ci,em-capacity-mean,em-capacity-s,em-capacity-sd,em-capacity-ci,em-available-mean,em-available-s,em-available-sd,em-available-ci,emr-capacity-mean,emr-capacity-s,emr-capacity-sd,emr-capacity-ci,emr-available-mean,emr-available-s,emr-available-sd,emr-available-ci,el-capacity-mean,el-capacity-s,el-capacity-sd,el-capacity-ci,el-available-mean,el-available-s,el-available-sd,el-available-ci,elr-capacity-mean,elr-capacity-s,elr-capacity-sd,elr-capacity-ci,elr-available-mean,elr-available-s,elr-available-sd,elr-available-ci,c-capacity-mean,c-capacity-s,c-capacity-sd,c-capacity-ci,c-available-mean,c-available-s,c-available-sd,c-available-ci,cr-capacity-mean,cr-capacity-s,cr-capacity-sd,cr-capacity-ci,cr-available-mean,cr-available-s,cr-available-sd,cr-available-ci,zone1-type-mean,zone1-type-s,zone1-type-sd,zone1-type-ci,zone1-available-mean,zone1-available-s,zone1-available-sd,zone1-available-ci,zone2-type-mean,zone2-type-s,zone2-type-sd,zone2-type-ci,zone2-available-mean,zone2-available-s,zone2-available-sd,zone2-available-ci,zone3-type-mean,zone3-type-s,zone3-type-sd,zone3-type-ci,zone3-available-mean,zone3-available-s,zone3-available-sd,zone3-available-ci,zone4-type-mean,zone4-type-s,zone4-type-sd,zone4-type-ci,zone4-available-mean,zone4-available-s,zone4-available-sd,zone4-available-ci,zone5-type-mean,zone5-type-s,zone5-type-sd,zone5-type-ci,zone5-available-mean,zone5-available-s,zone5-available-sd,zone5-available-ci,zone6-type-mean,zone6-type-s,zone6-type-sd,zone6-type-ci,zone6-available-mean,zone6-available-s,zone6-available-sd,zone6-available-ci,zone7-type-mean,zone7-type-s,zone7-type-sd,zone7-type-ci,zone7-available-mean,zone7-available-s,zone7-available-sd,zone7-available-ci,zone8-type-mean,zone8-type-s,zone8-type-sd,zone8-type-ci,zone8-available-mean,zone8-available-s,zone8-available-sd,zone8-available-ci
10.0,0.0,0.0,0.0,8.0,82.0,4.527692569068709,3.968697519338051,4.2,18.8,2.16794833886788,1.9002905041072007,0.0,0.0,0.0,0.0,106.4,581.1999999999999,12.05404496424333,10.565836266003744,0.0,0.0,0.0,0.0,25.0,182.00000000000003,6.745368781616021,5.912576426567355,6.4,13.2,1.816590212458495,1.592311527308648,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.2,4.8,1.0954451150103321,0.9601999791710057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.2,4.8,1.0954451150103321,0.9601999791710057
11.0,0.0,0.0,0.0,8.0,242.0,7.7781745930520225,6.817870635323025,4.6,11.2,1.6733200530681511,1.466729695615385,0.0,0.0,0.0,0.0,119.0,91.99999999999994,4.795831523312718,4.203731675547333,0.0,0.0,0.0,0.0,33.8,158.79999999999998,6.300793600809345,5.522889099013304,6.4,13.2,1.816590212458495,1.592311527308648,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,7.8,134.8,5.805170109479997,5.088455954412891,4.6,21.2,2.3021728866442674,2.0179435076334515,0.0,0.0,0.0,0.0,131.4,425.2000000000002,10.310189135025606,9.037279236584428,0.0,0.0,0.0,0.0,33.8,158.79999999999998,6.300793600809345,5.522889099013304,6.4,13.2,1.816590212458495,1.592311527308648,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,9.2,92.8,4.8166378315169185,4.2219692087934515,4.8,14.799999999999999,1.9235384061671343,1.6860557523403545,0.0,0.0,0.0,0.0,145.0,499.9999999999998,11.180339887498945,9.799999999999997,0.0,0.0,0.0,0.0,34.2,150.79999999999998,6.1400325732035,5.381975845356424,6.4,13.2,1.816590212458495,1.592311527308648,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,4.2,30.8,2.7748873851023217,2.432296034614208,4.8,12.8,1.7888543819998317,1.5679999999999998,0.0,0.0,0.0,0.0,152.8,568.8000000000001,11.924764148611075,10.452516634763132,0.0,0.0,0.0,0.0,35.4,177.2,6.6558245169174945,5.834087417925788,6.4,13.2,1.816590212458495,1.592311527308648,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,6.6,131.2,5.727128425310541,5.020049402147353,4.8,20.8,2.280350850198276,1.9988156493283715,0.0,0.0,0.0,0.0,157.8,858.8000000000004,14.652644812456218,12.84360946151821,0.0,0.0,0.0,0.0,36.8,160.79999999999995,6.340346993658942,5.557559176473067,6.8,12.8,1.7888543819998317,1.5679999999999998,7.0,0.0,0.0,0.0,0.2,0.8,0.4472135954999579,0.39199999999999996,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.2,20.8,2.280350850198276,1.9988156493283715,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.8,0.4472135954999579,0.39199999999999996,3.0,0.0,0.0,0.0,5.2,20.8,2.280350850198276,1.9988156493283715,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,6.8,98.8,4.969909455915671,4.356317711095002,3.6,11.2,1.6733200530681511,1.466729695615385,0.0,0.0,0.0,0.0,162.8,1238.7999999999997,17.598295371995547,15.42558601804158,0.0,0.0,0.0,0.0,38.6,165.2,6.4265076052238514,5.6330822823743665,7.0,10.0,1.5811388300841898,1.3859292911256331,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,18.0,2.1213203435596424,1.8594192641790066,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,18.0,2.1213203435596424,1.8594192641790066,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,5.0,46.0,3.391164991562634,2.9724871740682075,4.2,22.799999999999997,2.3874672772626644,2.092707337398137,0.0,0.0,0.0,0.0,167.0,1352.0000000000005,18.38477631085024,16.114966956218062,0.0,0.0,0.0,0.0,39.4,143.19999999999996,5.983310120660636,5.244602558821782,7.4,7.199999999999999,1.3416407864998738,1.176,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.8,38.8,3.1144823004794873,2.729964102328087,15.0,0.0,0.0,0.0,10.4,21.199999999999996,2.3021728866442674,2.0179435076334515,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.8,38.8,3.1144823004794873,2.729964102328087,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.4,21.199999999999996,2.3021728866442674,2.0179435076334515,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
18.0,0.0,0.0,0.0,6.6,73.19999999999999,4.277849927241487,3.749700788062962,4.4,11.2,1.6733200530681511,1.466729695615385,0.0,0.0,0.0,0.0,173.6,1463.2000000000003,19.12589867169645,16.764589347788988,0.0,0.0,0.0,0.0,44.2,198.80000000000004,7.049822692805828,6.179442046010303,8.0,8.0,1.4142135623730951,1.2396128427860047,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,34.0,2.9154759474226504,2.5555273428394383,15.0,0.0,0.0,0.0,12.2,10.800000000000002,1.6431676725154984,1.4402999687565088,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,34.0,2.9154759474226504,2.5555273428394383,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.2,10.800000000000002,1.6431676725154984,1.4402999687565088,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
19.0,0.0,0.0,0.0,8.4,53.2,3.646916505762094,3.1966632603388176,4.2,10.8,1.6431676725154984,1.4402999687565088,0.0,0.0,0.0,0.0,181.8,1748.8000000000002,20.909328061896204,18.327834132815585,0.0,0.0,0.0,0.0,47.2,162.80000000000004,6.379655163094633,5.592014306133346,8.4,3.1999999999999997,0.8944271909999159,0.7839999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.8,14.8,1.9235384061671346,1.6860557523403548,15.0,0.0,0.0,0.0,11.4,19.2,2.1908902300206643,1.9203999583420115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.8,14.8,1.9235384061671346,1.6860557523403548,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.4,19.2,2.1908902300206643,1.9203999583420115,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,8.6,57.199999999999996,3.7815340802378072,3.3146607669564014,4.6,15.2,1.9493588689617927,1.7086883858679438,0.0,0.0,0.0,0.0,190.6,1897.2,21.77842969545784,19.08963530295956,0.0,0.0,0.0,0.0,51.0,76.00000000000003,4.358898943540674,3.820743383165114,8.4,3.1999999999999997,0.8944271909999159,0.7839999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.6,13.199999999999998,1.8165902124584947,1.592311527308648,15.0,0.0,0.0,0.0,11.0,4.0,1.0,0.8765386471799175,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.6,13.199999999999998,1.8165902124584947,1.592311527308648,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,4.0,1.0,0.8765386471799175,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,8.4,129.2,5.683308895353129,4.981639890638423,5.0,13.999999999999998,1.8708286933869707,1.639853652006788,0.0,0.0,0.0,0.0,198.6,1773.1999999999996,21.054690688775267,18.455250093130676,0.0,0.0,0.0,0.0,55.8,76.80000000000003,4.3817804600413295,3.840799916684024,8.6,1.2000000000000002,0.5477225575051662,0.480099989585503,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.2,10.799999999999999,1.6431676725154982,1.4402999687565086,15.0,0.0,0.0,0.0,11.0,8.000000000000002,1.4142135623730951,1.2396128427860047,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.2,10.799999999999999,1.6431676725154982,1.4402999687565086,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,8.000000000000002,1.4142135623730951,1.2396128427860047,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,9.2,26.799999999999994,2.5884358211089564,2.268864032946883,4.0,14.0,1.8708286933869707,1.639853652006788,0.0,0.0,0.0,0.0,207.4,1733.2000000000003,20.815859338494775,18.245905184451665,0.0,0.0,0.0,0.0,60.6,89.20000000000002,4.722287581247039,4.139267568060804,9.4,3.200000000000001,0.8944271909999161,0.784,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.8,16.8,2.04939015319192,1.7963696724226894,15.0,0.0,0.0,0.0,11.6,17.2,2.073644135332772,1.8176292251171577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.8,16.8,2.04939015319192,1.7963696724226894,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.6,17.2,2.073644135332772,1.8176292251171577,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,7.6,53.2,3.646916505762094,3.1966632603388176,3.2,14.800000000000002,1.9235384061671346,1.6860557523403548,0.0,0.0,0.0,0.0,213.0,1900.0,21.79449471770337,19.10371691582557,0.0,0.0,0.0,0.0,66.0,86.0,4.636809247747852,4.064342505252233,9.4,3.200000000000001,0.8944271909999161,0.784,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.2,30.799999999999997,2.7748873851023212,2.4322960346142075,15.0,0.0,0.0,0.0,10.4,17.199999999999996,2.073644135332772,1.8176292251171577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.2,30.799999999999997,2.7748873851023212,2.4322960346142075,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.4,17.199999999999996,2.073644135332772,1.8176292251171577,6.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
